word,CDC2013,CDC2014,CDC2015,CDC2016,ICML2013,ICML2014,ICML2015,ICML2016
more general,0.0001188435607359159,0.00011379182819502886,0.0001582830939689486,0.00012993401208386313,0.0005127359958981121,0.00015444015444015445,0.0001058742566744896,0.00030384105736687965
learning method,0,1.0344711654093532e-05,0,1.856200172626616e-05,0.000622607995019136,0.0004633204633204633,0.0002117485133489792,0.00027008093988167077
probability distribution,8.2276311278711e-05,0.00013448125150321592,0.0001024184725681432,9.28100086313308e-05,7.324799941401601e-05,0.00037065637065637064,0.0005646627022639445,0.00016880058742604423
global,0.00021940349674322935,0.00024310072387119798,0.0002839784921207607,0.0003085932786991749,0.000100715999194272,0.00016216216216216215,9.705140195161547e-05,0.00016880058742604423
energy,0.0004045251971203291,0.0003336169508445164,0.0003794138870138032,0.00022042377049941067,7.324799941401601e-05,2.3166023166023165e-05,7.058283778299307e-05,7.596026434171991e-05
convex optimization problem,0.00021940349674322935,0.00021723894473596418,0.00022345848560322153,0.00019490101812579468,0.00027467999780256004,0.00018532818532818532,0.0001058742566744896,0.00015192052868343982
real data,4.570906182150611e-05,3.10341349622806e-05,2.7932310700402692e-05,2.784300258939924e-05,0.00036623999707008,0.00033976833976833977,0.0005646627022639445,0.00016880058742604423
developed,0.0002811107302022626,0.00029999663796871244,0.0002839784921207607,0.0002807502761097757,9.155999926752e-05,0.00011583011583011582,0.00014116567556598614,6.752023497041769e-05
rate of convergence,4.11381556393555e-05,0.00020172187725482388,9.776308745140941e-05,8.352900776819773e-05,0.000329615997363072,0.000277992277992278,0.0003705598983607136,0.00015192052868343982
trajectory,0.00034281796366129587,0.0003025828158822358,0.0003584646539885012,0.0003387565315043574,5.4935999560512006e-05,6.177606177606178e-05,2.64685641686224e-05,6.752023497041769e-05
neural,5.256542109473203e-05,3.10341349622806e-05,4.422615860897093e-05,3.016325280518251e-05,0.00010987199912102401,0.00019305019305019305,0.00033526847946921704,0.0007427225846745947
sufficient,0.000306250714204091,0.0003051689937957592,0.0003677754242219688,0.00025986802416772626,9.155999926752e-05,6.177606177606178e-05,6.175998306011893e-05,7.596026434171991e-05
gaussian,8.456176436978632e-05,7.758533740570149e-05,0.00011871232047671144,0.00010673150992603043,0.000302147997582816,0.00022393822393822394,0.0003617370436378395,0.00025320088113906636
theoretical analysis,6.399268655010856e-05,6.20682699245612e-05,3.724308093387025e-05,9.28100086313308e-05,0.00025636799794905604,0.0004633204633204633,0.00028233135113197227,0.00027008093988167077
measure,0.000164552622557422,0.00016551538646549652,0.0001536277088522148,0.00014849601381012928,0.000302147997582816,0.00022393822393822394,0.0002735084964090981,9.284032308432433e-05
recent,0.0001668380756484973,0.0001681015643790199,0.00016526617164404925,0.00015081626402591256,0.000164807998681536,0.00018532818532818532,0.000264685641686224,0.00024476085176776413
observation,0.00014626899782881956,0.00017327392020606667,0.00010940155024324388,0.00014849601381012928,0.00022889999816880002,0.00022393822393822394,0.0002382170775176016,0.00022788079302515972
tracking,0.00030853616729516626,0.0003051689937957592,0.00032122157305463094,0.0003085932786991749,5.4935999560512006e-05,0.00010038610038610039,8.822854722874133e-05,0
target,0.00022397440292537996,0.0001836186318601602,0.0001582830939689486,0.0001786592666153118,0.000173963998608288,0.0002471042471042471,0.00019410280390323094,0.00011816041119823098
delay,0.0003862415723917267,0.00039051286494203084,0.0003677754242219688,0.00024594652287302665,4.577999963376e-05,7.722007722007722e-06,0,1.6880058742604423e-05
online learning,9.141812364301223e-06,2.0689423308187065e-05,9.310770233467563e-06,1.856200172626616e-05,0.00036623999707008,0.000555984555984556,0.00017645709445748267,0.00030384105736687965
dynamic programming,0.0002011198720146269,0.00023792836804415124,0.00018621540466935127,0.0003248350302096578,0.00014649599882803202,0.00012355212355212355,7.058283778299307e-05,0.00016880058742604423
observer,0.00038167066620957603,0.00033103077293099303,0.0003607923465468681,0.0003851615358200228,0,0,0,0
procedure,0.00018283624728602444,0.00014999831898435622,0.000148972323735481,0.00012065301122073005,0.00022889999816880002,0.0002702702702702703,0.00016763423973460852,0.00018568064616864867
estimation error,0.0002833961832933379,0.0002482730796982448,0.0003072554177044296,0.0003341160310727909,0,3.088803088803089e-05,7.058283778299307e-05,0.00016880058742604423
law,0.0003999542909381785,0.0003232722391904229,0.00032587695817136474,0.0003642792838779734,0,7.722007722007722e-06,0,1.6880058742604423e-05
adaptive,0.00022625985601645526,0.00028447957048757214,0.00024906310374525734,0.0002552275237361597,7.324799941401601e-05,0.000138996138996139,0.000132342820843112,7.596026434171991e-05
consensus,0.0003770997600274254,0.0003698234416338438,0.00031423849537953025,0.00033643628128857415,0,7.722007722007722e-06,8.822854722874133e-06,1.6880058742604423e-05
asymptotic stability,0.00022854530910753056,0.0005275802943587701,0.0003165661879378972,0.0003526780327990571,0,0,0,0
behavior,0.0002445434807450577,0.0002456869017847214,0.0003026000325876958,0.00022738452114676047,0.00014649599882803202,6.177606177606178e-05,6.175998306011893e-05,0.00013504046994083539
partial differential equation,0.00024682893383613303,0.0005120632268776298,0.00037708619445543635,0.0002784300258939924,0,0,0,0
hybrid system,0.00030167980802194033,0.0004241331778178348,0.0003817415795721701,0.00030627302848339167,0,0,0,0
complex,0.0001531253571020455,0.00010344711654093532,0.00010940155024324388,0.00010441125971024715,0.00021058799831529603,0.00023938223938223938,0.00022057136807185332,0.00027008093988167077
computational cost,3.656724945720489e-05,5.172355827046766e-05,6.517539163427294e-05,9.28100086313308e-05,0.00036623999707008,0.000277992277992278,0.0003176227700234688,0.00020256070491125308
resulting,0.00017140898183064793,0.00017844627603311343,0.0001838877121109844,0.00018794026747844488,0.000201431998388544,0.00018532818532818532,0.0002382170775176016,5.908020559911549e-05
widely used,4.570906182150611e-05,7.241298157865473e-05,9.310770233467563e-05,6.496700604193157e-05,0.00025636799794905604,0.0002471042471042471,0.00038820560780646187,0.00023632082239646195
active learning,9.141812364301223e-06,0,0,2.784300258939924e-05,0.000695855994433152,0.0004633204633204633,0.0001058742566744896,0.00010128035245562654
regression,4.570906182150611e-06,3.10341349622806e-05,1.8621540466935126e-05,3.944425366831559e-05,0.000430331996557344,0.0002702702702702703,0.00016763423973460852,0.00043888152730771503
disturbance,0.00037024340075419955,0.0003206860612768995,0.0004096738902725728,0.00029931227783604186,0,0,0,0
empirical result,0,1.0344711654093532e-05,0,9.28100086313308e-06,0.000329615997363072,0.00043243243243243243,0.0002117485133489792,0.00040512140982250616
filter,0.0003542452291166724,0.00033103077293099303,0.00021182002281138707,0.00022042377049941067,8.2403999340768e-05,3.861003861003861e-05,7.058283778299307e-05,8.440029371302212e-05
computation,0.00014398354473774426,0.00018620480977368358,0.00016759386420241615,0.0001786592666153118,0.000192275998461792,0.00015444015444015445,0.00019410280390323094,0.00016880058742604423
experimental,0.00014398354473774426,0.00010861947236798209,0.00011405693535997766,0.00010441125971024715,0.00021058799831529603,0.00028571428571428574,0.00020292565862610506,0.0002110007342825553
provides,0.00018740715346817507,0.0001836186318601602,0.0001536277088522148,0.0001925807679100114,0.000100715999194272,0.00022393822393822394,0.0002117485133489792,0.00012660044056953318
generative model,0,1.0344711654093532e-05,0,0,0.00018311999853504,0.0002471042471042471,0.00038820560780646187,0.0005401618797633415
lyapunov,0.00031767797965946747,0.0004086161103366945,0.00034682619119666674,0.0002946717774044753,0,0,0,0
vehicle,0.00030853616729516626,0.00039309904285555423,0.000297944647470962,0.00035499828301484033,0,0,8.822854722874133e-06,0
theoretical guarantee,9.141812364301223e-06,0,9.310770233467563e-06,0,0.00021974399824204802,0.00043243243243243243,0.00038820560780646187,0.00030384105736687965
decision,0.0001668380756484973,0.00023534219013062786,0.00016293847908568237,0.0002250642709309772,0.000155651998754784,0.00010810810810810811,0.000132342820843112,0.00016880058742604423
probabilistic model,3.656724945720489e-05,2.0689423308187065e-05,0,9.28100086313308e-06,0.00029299199765606403,0.00033976833976833977,0.0002117485133489792,0.00043888152730771503
control input,0.0002833961832933379,0.00027930721466052537,0.00032587695817136474,0.00045476904229352095,0,0,0,0
sequence,0.00018055079419494914,0.00014999831898435622,0.0001024184725681432,0.00013689476273121294,0.000164807998681536,0.00016988416988416988,0.0001588113850117344,0.000278520969252973
output feedback,0.0002925379956576391,0.00033103077293099303,0.0003351877284048323,0.0003805210353884563,0,0,0,0
lead,0.0001622671694663467,0.00017586009811959005,0.0001582830939689486,0.00017633901639952854,0.00018311999853504,0.00016216216216216215,0.0001852799491803568,0.00012660044056953318
rather than,0.00014626899782881956,0.00011379182819502886,4.655385116733782e-05,0.00010209100949446389,0.00018311999853504,0.0002471042471042471,0.0003176227700234688,0.00016880058742604423
variational inference,0,0,0,9.28100086313308e-06,0.00021974399824204802,0.00015444015444015445,0.000599954121155441,0.00033760117485208846
markov,0.00010970174837161468,0.00021723894473596418,0.0001326784758269128,0.0001090517601418137,0.00010987199912102401,0.00022393822393822394,0.0002382170775176016,0.00017724061679734646
stability analysis,0.00041138155639355503,0.00029999663796871244,0.0003165661879378972,0.00025058702330459315,0,0,0,3.3760117485208846e-05
support vector,9.141812364301223e-06,4.137884661637413e-05,2.7932310700402692e-05,2.784300258939924e-05,0.00047611199619110404,0.00033976833976833977,0.00024703993224047574,0.00013504046994083539
value function,0.000164552622557422,0.0003206860612768995,0.00011172924280161077,0.00016705801553639545,0,0.00015444015444015445,0.00024703993224047574,0.00013504046994083539
image,7.77054050965604e-05,3.10341349622806e-05,1.8621540466935126e-05,9.28100086313308e-06,0.000283835997729312,0.0002471042471042471,0.0003793827530835877,0.00025320088113906636
type,0.0001668380756484973,0.00018879098768720696,0.000148972323735481,0.00015777701467326237,0.00014649599882803202,0.00020849420849420848,8.822854722874133e-05,0.00019412067553995087
natural,4.799451491258142e-05,5.172355827046766e-05,3.957077349223715e-05,6.264675582614829e-05,0.00021058799831529603,0.00028571428571428574,0.0004058513172522101,0.00019412067553995087
large number,0.0001188435607359159,0.00014482596315730945,0.00013966155350201345,0.00014849601381012928,0.00018311999853504,0.00021621621621621621,0.00014116567556598614,0.00020256070491125308
optimization algorithm,0.000164552622557422,0.00010344711654093532,0.00021414771536975398,0.00012065301122073005,0.00018311999853504,6.177606177606178e-05,0.00014116567556598614,0.00030384105736687965
continuous,0.00018283624728602444,0.0002146527668224408,0.0001838877121109844,0.0001856200172626616,0.00010987199912102401,0.00014671814671814672,9.705140195161547e-05,0.00016880058742604423
multi-agent system,0.0003565306822077477,0.00027930721466052537,0.0002513907963036242,0.00039908303711472243,0,0,0,0
new algorithm,9.141812364301222e-05,0.00010344711654093532,7.44861618677405e-05,5.568600517879848e-05,0.000329615997363072,0.000277992277992278,0.00024703993224047574,0.00010128035245562654
group,0.00021940349674322935,0.00017844627603311343,0.00013500616838527967,0.0001160125107891635,0.000173963998608288,0.00010810810810810811,0.00014116567556598614,0.00020256070491125308
equilibrium,0.00025825619929150957,0.0003025828158822358,0.0002816507995623938,0.0003596387834464069,3.6623999707008004e-05,7.722007722007722e-06,2.64685641686224e-05,0
clustering,2.9710890183978974e-05,5.948209201103781e-05,1.6293847908568236e-05,2.784300258939924e-05,0.00025636799794905604,0.00037065637065637064,0.00033526847946921704,0.00017724061679734646
component,0.00012798537310021712,0.00010861947236798209,0.0001559554014105817,0.00014617576359434603,0.00013733999890128002,0.00014671814671814672,0.00014116567556598614,0.00030384105736687965
computational complexity,0.00013712718546451835,0.00013448125150321592,0.00016759386420241615,0.00012993401208386313,0.00018311999853504,9.266409266409266e-05,0.00024703993224047574,0.00016880058742604423
regret,2.2854530910753055e-05,7.75853374057015e-06,1.8621540466935126e-05,2.784300258939924e-05,0.00022889999816880002,0.00030115830115830114,0.00032644562474634295,0.00032072111610948406
training data,0,1.0344711654093532e-05,1.8621540466935126e-05,0,0.000622607995019136,0.0002471042471042471,0.00028233135113197227,6.752023497041769e-05
available,0.00021026168437892812,0.0001836186318601602,0.00018621540466935127,0.00016705801553639545,0.000173963998608288,5.4054054054054054e-05,0.0001852799491803568,8.440029371302212e-05
significantly,8.456176436978632e-05,8.017151531922488e-05,5.5864621400805384e-05,6.728725625771483e-05,0.00021058799831529603,0.00034749034749034747,0.00019410280390323094,0.00020256070491125308
real world,1.8283624728602445e-05,4.137884661637413e-05,1.8621540466935126e-05,0.00010209100949446389,0.00036623999707008,0.0002471042471042471,0.00014116567556598614,0.00030384105736687965
iteration,7.77054050965604e-05,9.568858280036517e-05,9.543539489304252e-05,0.00013457451251542966,0.00014649599882803202,0.00019305019305019305,0.0003176227700234688,0.00017724061679734646
latent,1.1427265455376528e-05,0,6.983077675100673e-06,1.624175151048289e-05,0.00035708399714332804,0.0003783783783783784,0.00022057136807185332,0.00024476085176776413
social network,0.0001188435607359159,8.275769323274826e-05,0.00012104001303507833,3.712400345253232e-05,0.00036623999707008,0.00012355212355212355,0.0002117485133489792,0.00016880058742604423
test,0.00010741629528053936,9.310240488684179e-05,0.000128023090710179,8.816950819976427e-05,0.00021974399824204802,0.00017760617760617762,0.00024703993224047574,0.00016880058742604423
gain,0.0003108216203862416,0.0002146527668224408,0.00021880310048648775,0.00024362627265724337,7.324799941401601e-05,3.088803088803089e-05,4.411427361437067e-05,9.284032308432433e-05
learn,1.599817163752714e-05,3.10341349622806e-05,1.8621540466935126e-05,2.552275237361597e-05,0.000311303997509568,0.0002702702702702703,0.0002911542058548464,0.00025320088113906636
inference algorithm,0,2.0689423308187065e-05,1.8621540466935126e-05,9.28100086313308e-06,0.00018311999853504,0.00018532818532818532,0.0004940798644809515,0.00030384105736687965
label,4.570906182150611e-06,2.586177913523383e-06,4.655385116733781e-06,0,0.000329615997363072,0.00040154440154440156,0.00020292565862610506,0.0002616409105103686
many application,5.485087418580734e-05,5.172355827046766e-05,6.517539163427294e-05,7.424800690506464e-05,0.00018311999853504,0.00018532818532818532,0.0004234970266979584,0.00016880058742604423
bounded,0.00021483259056107872,0.00023534219013062786,0.0002304415632783222,0.0002018617687731445,0.00011902799904777601,8.494208494208494e-05,4.411427361437067e-05,7.596026434171991e-05
structured,5.027996800365673e-05,5.4309736183991045e-05,5.5864621400805384e-05,4.4084754099882135e-05,0.00021974399824204802,0.0002548262548262548,0.00019410280390323094,0.0003291611454807863
differential,0.0002536852931093589,0.0002715486809199552,0.0003026000325876958,0.00025290727352037646,9.155999926752001e-06,7.722007722007722e-06,6.175998306011893e-05,4.220014685651106e-05
selection,7.99908581876357e-05,9.310240488684179e-05,6.052000651753916e-05,7.656825712084792e-05,0.000247211998022304,0.00020849420849420848,0.0002999770605777205,0.00013504046994083539
new method,9.141812364301222e-05,9.310240488684179e-05,0.00016759386420241615,0.00012065301122073005,7.324799941401601e-05,0.000277992277992278,7.058283778299307e-05,0.00030384105736687965
analyze,0.00010741629528053936,0.00010344711654093532,0.00011638462791834455,0.00011137201035759696,0.00021974399824204802,0.00016988416988416988,0.00016763423973460852,0.00019412067553995087
discrete,0.00020340532510570221,0.00014999831898435622,0.000148972323735481,0.0001786592666153118,0.000164807998681536,9.266409266409266e-05,5.29371283372448e-05,0.00019412067553995087
Nash equilibrium,0.00013712718546451835,0.0002586177913523383,0.00026070156653709177,0.0003526780327990571,3.6623999707008004e-05,3.088803088803089e-05,0.0001058742566744896,0
formulation,0.00016912352873957263,0.0001525844968978796,0.00013733386094364657,0.00014849601381012928,0.00011902799904777601,0.0002702702702702703,9.705140195161547e-05,8.440029371302212e-05
feedback controller,0.0004022397440292538,0.0002275836563900577,0.00024208002607015665,0.00029699202762025856,0,0,0,0
alternating direction method,4.11381556393555e-05,0.00017068774229254328,0.00013966155350201345,2.784300258939924e-05,5.4935999560512006e-05,0.00041698841698841697,0.000264685641686224,5.064017622781327e-05
knowledge,0.00014398354473774426,0.00012155036193559899,0.0001000907800097763,0.00010441125971024715,0.00021058799831529603,0.00014671814671814672,0.00019410280390323094,0.00014348049931213762
scale,5.713632727688264e-05,7.758533740570149e-05,6.517539163427294e-05,7.424800690506464e-05,0.00021058799831529603,0.00023938223938223938,0.0002735084964090981,0.00016036055805474203
mean field,0.00024682893383613303,0.00031034134962280597,0.00016759386420241615,0.00025058702330459315,0.00010987199912102401,0,3.5291418891496534e-05,3.3760117485208846e-05
error bound,0.00010970174837161468,5.172355827046766e-05,5.5864621400805384e-05,8.352900776819773e-05,0.00029299199765606403,6.177606177606178e-05,0.0004234970266979584,6.752023497041769e-05
plant,0.00029939435493086505,0.00026896250300643184,0.00024906310374525734,0.0002714692752466426,5.4935999560512006e-05,0,0,0
modeling,0.0001622671694663467,0.00010861947236798209,0.0001256953981518121,0.00012761376186807985,0.000164807998681536,0.00018532818532818532,0.00012351996612023787,0.00014348049931213762
classifier,0,2.586177913523383e-06,1.1638462791834454e-05,6.96075064734981e-06,0.00042117599663059205,0.00023938223938223938,0.0002558627869633499,0.00020256070491125308
variational,2.2854530910753055e-05,4.6551202443420895e-05,3.724308093387025e-05,3.712400345253232e-05,0.000155651998754784,0.00016216216216216215,0.0004058513172522101,0.00027008093988167077
support vector machine,0,4.6551202443420895e-05,1.3966155350201346e-05,1.392150129469962e-05,0.00027467999780256004,0.00037065637065637064,0.000264685641686224,0.00015192052868343982
context,9.141812364301222e-05,0.00015517067481140298,8.146923954284119e-05,9.745050906289734e-05,9.155999926752e-05,0.00019305019305019305,0.00020292565862610506,0.00021944076365385752
matrix factorization,9.141812364301223e-06,0,1.8621540466935126e-05,9.28100086313308e-06,0.0005127359958981121,0.00033976833976833977,7.058283778299307e-05,0.00016880058742604423
stable,0.0002445434807450577,0.0002715486809199552,0.00026070156653709177,0.00023434527179411028,1.8311999853504002e-05,3.088803088803089e-05,1.7645709445748267e-05,5.064017622781327e-05
respect,0.00019197805965032568,0.00017844627603311343,0.0001769046344358837,0.0001786592666153118,0.000164807998681536,6.94980694980695e-05,0.0001058742566744896,5.908020559911549e-05
designed,0.00022397440292537996,0.00023275601221710448,0.00024440771862852353,0.0002157832700678441,4.577999963376e-05,3.861003861003861e-05,3.5291418891496534e-05,8.440029371302212e-05
topic model,0,0,0,0,0.00047611199619110404,0.00043243243243243243,0.0002117485133489792,0
predictive,0.0001576962632841961,0.00019396334351425373,0.00016293847908568237,0.0001786592666153118,0.00013733999890128002,6.94980694980695e-05,0.00014998853028886026,6.752023497041769e-05
feature selection,0,0,0,0,0.0005859839953121281,0.00021621621621621621,0.0002117485133489792,0.00010128035245562654
statistical,4.570906182150611e-05,4.137884661637413e-05,5.12092362840716e-05,2.552275237361597e-05,0.00013733999890128002,0.00030115830115830114,0.00033526847946921704,0.00017724061679734646
practical,0.00011427265455376528,0.00011120565028150547,0.00011638462791834455,0.00010673150992603043,0.000155651998754784,0.00013127413127413129,0.0001852799491803568,0.00018568064616864867
power system,0.0002376871214718318,0.00026896250300643184,0.0003165661879378972,0.0002784300258939924,0,0,0,0
state feedback,0.00033824705747914527,0.00027930721466052537,0.00027001233677055933,0.00021346301985206086,0,0,0,0
probabilistic,7.77054050965604e-05,7.241298157865473e-05,3.957077349223715e-05,7.656825712084792e-05,0.000173963998608288,0.0003088803088803089,0.000132342820843112,0.00021944076365385752
dynamical,0.00022397440292537996,0.0002586177913523383,0.00019087078978608505,0.00026682877481507607,8.2403999340768e-05,1.5444015444015444e-05,3.5291418891496534e-05,1.6880058742604423e-05
large scale,3.656724945720489e-05,0.00011379182819502886,7.44861618677405e-05,8.352900776819773e-05,0.00010987199912102401,0.0002471042471042471,0.00035291418891496534,6.752023497041769e-05
initial condition,0.00022854530910753056,0.0002896519263146189,0.0003538092688717674,0.00021346301985206086,0,0,0,0
main result,0.000164552622557422,0.00027930721466052537,0.0002048369451362864,0.0001392150129469962,7.324799941401601e-05,0.00015444015444015445,0,6.752023497041769e-05
learning task,0,0,0,9.28100086313308e-06,0.00047611199619110404,0.00021621621621621621,0.0002117485133489792,0.00016880058742604423
case study,0.00022854530910753056,0.00018620480977368358,0.00039105234980563766,0.00012993401208386313,0,3.088803088803089e-05,0.0001058742566744896,0
switching,0.0002719689178379614,0.00026896250300643184,0.00029561695491259513,0.00017633901639952854,1.8311999853504002e-05,2.3166023166023165e-05,0,1.6880058742604423e-05
quadratic,0.00022168894983430466,0.0001991356993413005,0.0001792323269942506,0.00020418201898892777,7.324799941401601e-05,6.177606177606178e-05,6.175998306011893e-05,6.752023497041769e-05
synthetic,2.056907781967775e-05,3.620649078932736e-05,2.094923302530202e-05,3.248350302096578e-05,0.00022889999816880002,0.00020849420849420848,0.0003176227700234688,0.00020256070491125308
partial differential,0.000164552622557422,0.00037240961954736716,0.0003165661879378972,0.00021346301985206086,0,0,0,0
programming,0.00012798537310021712,0.00016292920855197313,0.0001815600195526175,0.00022738452114676047,9.155999926752e-05,0.00012355212355212355,5.29371283372448e-05,9.284032308432433e-05
deep,2.2854530910753056e-06,1.2930889567616915e-05,2.3276925583668907e-06,1.392150129469962e-05,8.2403999340768e-05,0.00020849420849420848,0.000264685641686224,0.0004726416447929239
linear model,0.00014626899782881956,8.275769323274826e-05,4.655385116733782e-05,9.28100086313308e-05,0.00010987199912102401,9.266409266409266e-05,0.0002117485133489792,0.00027008093988167077
flow,0.00024682893383613303,0.00016292920855197313,0.00031423849537953025,0.00023434527179411028,0,1.5444015444015444e-05,4.411427361437067e-05,3.3760117485208846e-05
synthetic and real-world,0,0,0,0,0.000329615997363072,4.633204633204633e-05,0.0003705598983607136,0.00030384105736687965
source,0.0001165581076448406,9.568858280036517e-05,0.00012104001303507833,0.0001160125107891635,0.00021058799831529603,7.722007722007723e-05,0.0002117485133489792,0.00010128035245562654
bandit problem,2.742543709290367e-05,3.10341349622806e-05,0,9.28100086313308e-06,0.00025636799794905604,0.000277992277992278,7.058283778299307e-05,0.00037136129233729734
real-world,1.1427265455376528e-05,7.75853374057015e-06,2.327692558366891e-05,3.712400345253232e-05,0.000247211998022304,0.00028571428571428574,0.00020292565862610506,0.00022788079302515972
problem of learning,0,1.55170674811403e-05,1.3966155350201346e-05,6.96075064734981e-05,0.00043948799648409605,0.000138996138996139,0.0002117485133489792,0.00015192052868343982
literature,0.0001554108101931208,0.00022241130056301094,0.00016992155676078303,0.00019490101812579468,6.409199948726401e-05,7.722007722007723e-05,8.822854722874133e-05,6.752023497041769e-05
metric,6.627813964118386e-05,9.051622697331841e-05,5.8192313959172273e-05,8.120875755241445e-05,0.000155651998754784,0.0002471042471042471,0.0002382170775176016,0.00010128035245562654
random variable,2.742543709290367e-05,3.10341349622806e-05,1.8621540466935126e-05,0.00010209100949446389,0.00010987199912102401,9.266409266409266e-05,0.0003176227700234688,0.00033760117485208846
benchmark datasets,9.141812364301223e-06,0,0,0,0.000329615997363072,0.00021621621621621621,0.0002117485133489792,0.00027008093988167077
distribution over,3.656724945720489e-05,3.10341349622806e-05,2.7932310700402692e-05,0,0.00029299199765606403,9.266409266409266e-05,0.0003176227700234688,0.00023632082239646195
result demonstrate,6.399268655010856e-05,7.241298157865473e-05,4.655385116733782e-05,0.00016705801553639545,0.00018311999853504,0.00015444015444015445,0.0002117485133489792,0.00013504046994083539
constant,0.00019197805965032568,0.0001681015643790199,0.00011405693535997766,0.0001160125107891635,0.00012818399897452802,0.00010038610038610039,0.0001058742566744896,0.00010972038182692876
number of sample,6.856359273225918e-05,1.55170674811403e-05,5.5864621400805384e-05,2.784300258939924e-05,0.00021974399824204802,0.000277992277992278,0.0003176227700234688,5.064017622781327e-05
sliding mode,0.00030167980802194033,0.0002482730796982448,0.0002793231070040269,0.00020418201898892777,0,0,0,0
recent work,0.00010970174837161468,0.00016551538646549652,0.00013966155350201345,0.00010209100949446389,7.324799941401601e-05,0.00012355212355212355,0.0003176227700234688,0
closed loop,0.0003108216203862416,0.00029999663796871244,0.0002513907963036242,0.00016705801553639545,0,0,0,0
distance,9.827448291623814e-05,9.827476071388856e-05,0.0001256953981518121,0.0001090517601418137,6.409199948726401e-05,0.00026254826254826257,0.00016763423973460852,0.00010128035245562654
positive,0.00013255627928236772,0.00016292920855197313,0.000128023090710179,0.00017633901639952854,0.000192275998461792,7.722007722007723e-05,0.00012351996612023787,3.3760117485208846e-05
search,7.77054050965604e-05,6.982680366513134e-05,6.284769907590605e-05,7.424800690506464e-05,0.000311303997509568,0.00016988416988416988,0.00016763423973460852,9.284032308432433e-05
fixed,0.00013484173237344302,0.00012672271776264577,0.0001256953981518121,0.00015777701467326237,0.00011902799904777601,0.00012355212355212355,5.29371283372448e-05,0.00018568064616864867
norm,9.370357673408754e-05,0.00011896418402207562,0.0001000907800097763,9.745050906289734e-05,0.00012818399897452802,0.00020077220077220078,0.0001588113850117344,0.00012660044056953318
current,0.0001576962632841961,0.00013965360733026269,0.00013035078326854589,0.00013457451251542966,0.000164807998681536,0.000138996138996139,7.058283778299307e-05,8.440029371302212e-05
efficiently,6.170723345903326e-05,3.8792668702850746e-05,8.146923954284119e-05,6.496700604193157e-05,0.000265523997875808,0.00014671814671814672,0.0001588113850117344,0.00020256070491125308
matrix completion,9.141812364301223e-06,3.10341349622806e-05,9.310770233467563e-06,9.28100086313308e-06,0.00010987199912102401,0.00043243243243243243,0.00028233135113197227,0.00013504046994083539
level,0.00022625985601645526,0.00014999831898435622,0.00014664463117711413,0.0001392150129469962,9.155999926752e-05,0.00010038610038610039,7.94056925058672e-05,8.440029371302212e-05
update,9.370357673408754e-05,0.00012672271776264577,0.00011638462791834455,0.0001693782657521787,6.409199948726401e-05,0.00016216216216216215,0.0001588113850117344,0.00012660044056953318
posterior distribution,1.8283624728602445e-05,5.172355827046766e-05,0,6.496700604193157e-05,0.00018311999853504,0.0002471042471042471,0.00028233135113197227,0.00016880058742604423
real-world datasets,0,0,1.8621540466935126e-05,9.28100086313308e-06,0.00029299199765606403,0.0002471042471042471,0.0002117485133489792,0.00023632082239646195
underlying,8.684721746086162e-05,0.0001060332944544587,0.0001024184725681432,0.00012993401208386313,0.00012818399897452802,0.00020077220077220078,0.0001588113850117344,0.00010128035245562654
architecture,7.313449891440978e-05,9.051622697331841e-05,6.284769907590605e-05,7.192775668928137e-05,2.7467999780256003e-05,0.00010038610038610039,0.00016763423973460852,0.0004135614391938084
efficiency,9.141812364301222e-05,0.00012930889567616915,0.0001024184725681432,0.00010673150992603043,0.00011902799904777601,0.00014671814671814672,0.00017645709445748267,0.00013504046994083539
tool,0.00012798537310021712,0.00012930889567616915,0.00011871232047671144,0.0001090517601418137,0.000100715999194272,9.266409266409266e-05,0.00012351996612023787,0.00020256070491125308
polynomial,0.00019654896583247628,0.0002482730796982448,0.00013733386094364657,0.00012529351165229658,8.2403999340768e-05,7.722007722007723e-05,4.411427361437067e-05,9.284032308432433e-05
support,4.342360873043081e-05,7.499915949217811e-05,6.750308419263983e-05,6.032650561036502e-05,0.00029299199765606403,0.00016988416988416988,0.00017645709445748267,0.00011816041119823098
individual,0.00014169809164666896,0.0001370674294167393,0.0001536277088522148,0.00015081626402591256,0.00014649599882803202,9.266409266409266e-05,6.175998306011893e-05,0.00011816041119823098
system dynamic,0.00021940349674322935,0.00026896250300643184,0.00018621540466935127,0.00025986802416772626,0,0,0,6.752023497041769e-05
been shown,0.0001188435607359159,0.00014482596315730945,5.5864621400805384e-05,0.0001392150129469962,0.00014649599882803202,0.00015444015444015445,0.0001058742566744896,0.00013504046994083539
response,0.00021026168437892812,0.00017586009811959005,0.0001559554014105817,0.00015313651424169584,9.155999926752e-05,3.088803088803089e-05,4.411427361437067e-05,0.00013504046994083539
convex relaxation,8.2276311278711e-05,5.172355827046766e-05,7.44861618677405e-05,0.00010209100949446389,0.00025636799794905604,0.00012355212355212355,3.5291418891496534e-05,0.00027008093988167077
advantage,0.00010513084218946406,0.0001060332944544587,0.00011405693535997766,8.816950819976427e-05,0.00018311999853504,0.00012355212355212355,0.0001058742566744896,0.00016880058742604423
